"Manufacture Part Number","Description","Order Qty.","Unit Price","Unit Price (ZAR)","Order Price","Order Price (ZAR)"
"VG7669T160N0SA"," -  Satellite Positioning Modules ROHS",140,2.7857,54.131444,390,7578.40216
,,,,,,
"TotalZAR =7578.44",,,,,,
