"Manufacture Part Number","Description","Order Qty.","Unit Price","Unit Price (ZAR)","Order Price","Order Price (ZAR)"
"KH-PCB-6P6C","RJ45 RJReceptacle Unshielded 1 Right-Angle Without LED -45℃~+85℃ Plugin  Ethernet Connectors/Modular Connectors (RJ45 RJ11) ROHS",900,0.0525,1.441287,47.25,1297.1583
"FH-00183","2mm Plugin 1.5A Gold 5P Brass -40℃~+105℃ 260℃@10S Straight 1x5P Top Square Holes Plugin,P=2mm  Female Headers ROHS",50,0.1037,2.846885,5.19,142.34425
,,,,,,
"TotalZAR = 1439.64",,,,,,
