LCSC Part Number,Manufacture Part Number,Manufacturer,Customer NO.,Package,Description,RoHS,Order Qty.,Min\Mult Order Qty.,Unit Price,Order Price
C269866,YD3082EESA,GATEMODE,,SOP-8,transceiver 1Mbps 1/1 SOP-8  RS-485/RS-422 ICs ROHS,YES,5000,5\5,0.105300,526.50
C84913,UT3232G-S16-R,UTC(Unisonic Tech),,SOP-16,250Kbps transceiver 2/2 SOP-16  RS232 ICs ROHS,YES,2500,5\5,0.152400,381.00
C3025164,PC817C,GOODWORK,,SMD-4P," SMD-4P  Optocouplers - Phototransistor Output ROHS",YES,2000,10\10,0.018300,36.60
C431631,STM32G030K8T6,STMicroelectronics,,LQFP-32(7x7),64KB 2V~3.6V CM0 8KB 64MHz FLASH 30 LQFP-32(7x7)  Microcontroller Units (MCUs/MPUs/SOCs) ROHS,YES,500,1\1,0.461400,230.70
C496569,BW4GFNX39-15B1,BAT WIRELESS,,-," -  Antennas ROHS",YES,400,1\1,0.299100,119.64
C454896,TX4G-FPC-4015,ZIISOR,,-," -  Antennas ROHS",YES,100,1\1,0.249800,24.98
