LCSC Part Number,Manufacture Part Number,Manufacturer,Customer NO.,Package,Description,RoHS,Order Qty.,Min\Mult Order Qty.,Unit Price,Order Price
C2683354,KH-PCB-6P6C,Shenzhen Kinghelm Elec,,Plugin,RJ45 RJReceptacle Unshielded 1 Right-Angle Without LED -45℃~+85℃ Plugin  Ethernet Connectors/Modular Connectors (RJ45 RJ11) ROHS,YES,900,5\5,0.052500,47.25
C2685097,FH-00183,Liansheng,,"Plugin,P=2mm","2mm Plugin 1.5A Gold 5P Brass -40℃~+105℃ 260℃@10S Straight 1x5P Top Square Holes Plugin,P=2mm  Female Headers ROHS",YES,50,5\5,0.103700,5.19
